symbol,name,sector,market_cap,date_of_listing
CONCORDBIO.NS,Concord Biotech Limited,Healthcare,149036515328,2023-08-18 03:45:00+00:00
HONASA.NS,Honasa Consumer Limited,Consumer Defensive,94357241856,2023-11-07 03:45:00+00:00
SHREECEM.NS,Shree Cement Limited,Basic Materials,964714561536,2001-07-02 03:45:00+00:00
ITC.NS,ITC Limited,Consumer Defensive,5047213096960,1996-01-01 03:45:00+00:00
CGPOWER.NS,CG Power and Industrial Solutions Limited,Industrials,1070780252160,2002-07-01 03:45:00+00:00
BDL.NS,Bharat Dynamics Limited,Industrials,549623824384,2018-03-23 03:45:00+00:00
IREDA.NS,Indian Renewable Energy Development Agency Limited,Financial Services,403625541632,2023-11-29 03:45:00+00:00
TITAGARH.NS,Titagarh Rail Systems Limited,Industrials,112977821696,2008-04-21 03:45:00+00:00
CHOICEIN.NS,Choice International Limited,Financial Services,169531736064,2022-04-08 03:45:00+00:00
SUNDARMFIN.NS,Sundaram Finance Limited,Financial Services,515642687488,2002-07-01 03:45:00+00:00
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,178371198976,2011-09-20 03:45:00+00:00
HAVELLS.NS,Havells India Limited,Industrials,901236850688,2002-07-01 03:45:00+00:00
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,241493278720,2018-03-27 03:45:00+00:00
PPLPHARMA.NS,Piramal Pharma Limited,Healthcare,247427989504,2022-10-19 03:45:00+00:00
ALOKINDS.NS,Alok Industries Limited,Consumer Cyclical,84507500544,1996-01-02 03:45:00+00:00
GRASIM.NS,Grasim Industries Limited,Basic Materials,1852998287360,2002-07-01 03:45:00+00:00
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Industrials,550599983104,2019-10-14 03:45:00+00:00
COLPAL.NS,Colgate-Palmolive (India) Limited,Consumer Defensive,590581923840,2002-07-01 03:45:00+00:00
DELHIVERY.NS,Delhivery Limited,Industrials,318291181568,2022-05-24 03:45:00+00:00
NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,757237481472,2021-11-10 03:45:00+00:00
JSWENERGY.NS,JSW Energy Limited,Utilities,851420119040,2010-01-04 03:45:00+00:00
DABUR.NS,Dabur India Limited,Consumer Defensive,919658299392,2002-07-01 03:45:00+00:00
CGCL.NS,Capri Global Capital Limited,Financial Services,181250572288,2010-10-29 03:45:00+00:00
ICICIBANK.NS,ICICI Bank Limited,Financial Services,9943701782528,2002-07-01 03:45:00+00:00
BERGEPAINT.NS,Berger Paints India Limited,Basic Materials,663044358144,2002-07-01 03:45:00+00:00
CHALET.NS,Chalet Hotels Limited,Consumer Cyclical,195520233472,2019-02-07 03:45:00+00:00
BIKAJI.NS,Bikaji Foods International Limited,Consumer Defensive,179311607808,2022-11-16 03:45:00+00:00
SUNTV.NS,Sun TV Network Limited,Communication Services,222263721984,2006-04-24 03:45:00+00:00
VMM.NS,VISHAL MEGA MART LIMITED,Consumer Cyclical,630874439680,2024-12-18 03:45:00+00:00
AARTIIND.NS,Aarti Industries Limited,Basic Materials,137822666752,2002-07-01 03:45:00+00:00
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,6426449149952,2002-07-01 03:45:00+00:00
RECLTD.NS,REC Limited,Financial Services,956241346560,2008-03-12 03:45:00+00:00
UTIAMC.NS,UTI Asset Management Company Limited,Financial Services,146448302080,2020-10-13 03:45:00+00:00
TATACHEM.NS,Tata Chemicals Limited,Basic Materials,206123286528,1996-01-01 03:45:00+00:00
RKFORGE.NS,Ramkrishna Forgings Limited,Industrials,98382692352,2004-05-05 03:45:00+00:00
WIPRO.NS,Wipro Limited,Technology,2606921154560,1996-01-01 03:45:00+00:00
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,5752148721664,1996-01-01 03:45:00+00:00
BATAINDIA.NS,Bata India Limited,Consumer Cyclical,128488980480,2002-07-01 03:45:00+00:00
ADVENTHTL.NS,Advent Hotels International Limited,Consumer Cyclical,13409247232,2025-11-13 03:45:00+00:00
KALYANKJIL.NS,Kalyan Jewellers India Limited,Consumer Cyclical,509412474880,2021-03-26 03:45:00+00:00
KEC.NS,KEC International Limited,Industrials,187391492096,2002-08-12 03:45:00+00:00
NIACL.NS,The New India Assurance Company Limited,Financial Services,282170556416,2017-11-13 03:45:00+00:00
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Financial Services,338709577728,2002-07-01 03:45:00+00:00
TECHM.NS,Tech Mahindra Limited,Technology,1336991809536,2006-08-28 03:45:00+00:00
KIMS.NS,Krishna Institute of Medical Sciences Limited,Healthcare,274835423232,2021-06-28 03:45:00+00:00
ZENSARTECH.NS,Zensar Technologies Limited,Technology,170052108288,2002-07-01 03:45:00+00:00
NLCINDIA.NS,NLC India Limited,Utilities,344449712128,2000-08-23 03:45:00+00:00
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,225097334784,2002-07-01 03:45:00+00:00
HOMEFIRST.NS,Home First Finance Company India Limited,Financial Services,115219120128,2021-02-03 03:45:00+00:00
ABBOTINDIA.NS,Abbott India Limited,Healthcare,626004459520,2002-08-12 03:45:00+00:00
COFORGE.NS,Coforge Limited,Technology,639317639168,2004-08-30 03:45:00+00:00
CESC.NS,CESC Limited,Utilities,226162573312,2002-07-01 03:45:00+00:00
GUJGASLTD.NS,Gujarat Gas Limited,Utilities,276737916928,2015-09-15 03:45:00+00:00
INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,668135522304,2002-07-01 03:45:00+00:00
DALBHARAT.NS,Dalmia Bharat Limited,Basic Materials,376791728128,2018-12-21 03:45:00+00:00
KAYNES.NS,Kaynes Technology India Limited,Technology,372895612928,2022-11-22 03:45:00+00:00
BSOFT.NS,Birlasoft Limited,Technology,107314888704,2002-07-01 03:45:00+00:00
IGL.NS,Indraprastha Gas Limited,Utilities,277766766592,2003-12-26 03:45:00+00:00
TCS.NS,Tata Consultancy Services Limited,Technology,11332934959104,2002-08-12 03:45:00+00:00
PREMIERENE.NS,PREMIER ENERGIES LIMITED,Technology,443987623936,2024-09-03 03:45:00+00:00
CRISIL.NS,CRISIL Limited,Financial Services,323892543488,2002-07-01 03:45:00+00:00
RAMCOCEM.NS,The Ramco Cements Limited,Basic Materials,240049438720,2002-07-01 03:45:00+00:00
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,4415330713600,1996-01-01 03:45:00+00:00
THERMAX.NS,Thermax Limited,Industrials,331454185472,2002-07-01 03:45:00+00:00
CCL.NS,CCL Products (India) Limited,Consumer Defensive,132125876224,2004-06-07 03:45:00+00:00
INOXWIND.NS,Inox Wind Limited,Industrials,233519480832,2015-04-09 03:45:00+00:00
COHANCE.NS,COHANCE LIFESCIENCES LTD,Healthcare,220109996032,2025-05-08 03:45:00+00:00
HDFCBANK.NS,HDFC Bank Limited,Financial Services,15570447630336,1996-01-01 03:45:00+00:00
NETWEB.NS,Netweb Technologies India Limited,Technology,189558177792,2023-07-27 03:45:00+00:00
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,3258153697280,2007-11-27 03:45:00+00:00
BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Financial Services,877418905600,2024-09-16 03:45:00+00:00
MARICO.NS,Marico Limited,Consumer Defensive,940211634176,1996-05-01 03:45:00+00:00
DBREALTY.NS,Valor Estate Limited,Real Estate,73649930240,2010-02-24 03:45:00+00:00
MRF.NS,MRF Limited,Consumer Cyclical,651485511680,2002-07-01 03:45:00+00:00
SONATSOFTW.NS,Sonata Software Limited,Technology,99795845120,2002-07-01 03:45:00+00:00
GLAND.NS,Gland Pharma Limited,Healthcare,292409704448,2020-11-20 03:45:00+00:00
3MINDIA.NS,3M India Limited,Industrials,395291295744,2002-07-01 03:45:00+00:00
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,78494187520,2002-07-01 03:45:00+00:00
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,2548365524992,2007-10-05 03:45:00+00:00
IRB.NS,IRB Infrastructure Developers Limited,Industrials,261672976384,2008-02-25 03:45:00+00:00
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,93794082816,2013-07-17 03:45:00+00:00
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,415172820992,2002-08-12 03:45:00+00:00
BASF.NS,BASF India Limited,Basic Materials,179752288256,2002-07-01 03:45:00+00:00
PERSISTENT.NS,Persistent Systems Limited,Technology,1000683798528,2010-04-06 03:45:00+00:00
GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,151781228544,2006-04-25 03:45:00+00:00
GODIGIT.NS,GO DIGIT GENERAL INS LTD,Financial Services,327973240832,2024-05-23 03:45:00+00:00
RAINBOW.NS,Rainbow Children's Medicare Limited,Healthcare,138130391040,2022-05-10 03:45:00+00:00
TMPV.NS,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,2637393035264,2025-10-15 03:45:00+00:00
INDIGO.NS,InterGlobe Aviation Limited,Industrials,2287840264192,2015-11-10 03:45:00+00:00
TECHNOE.NS,Techno Electric & Engineering Company Limited,Industrials,140303810560,2007-04-02 03:45:00+00:00
SIGNATURE.NS,Signatureglobal (India) Limited,Real Estate,157744545792,2023-09-27 03:45:00+00:00
OFSS.NS,Oracle Financial Services Software Limited,Technology,709112168448,2002-06-28 03:45:00+00:00
TRIDENT.NS,Trident Limited,Consumer Cyclical,143842590720,2002-07-01 03:45:00+00:00
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,1917763059712,1996-01-01 03:45:00+00:00
UNITDSPR.NS,UNITED SPIRITS LIMITED,Consumer Defensive,1054443503616,2024-05-30 03:45:00+00:00
NUVAMA.NS,Nuvama Wealth Management Limited,Financial Services,267813896192,2023-09-26 03:45:00+00:00
TRITURBINE.NS,Triveni Turbine Limited,Industrials,172485083136,2011-10-28 03:45:00+00:00
DCMSHRIRAM.NS,DCM Shriram Limited,Industrials,190034034688,2002-07-01 03:45:00+00:00
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Industrials,1079929602048,2020-10-12 03:45:00+00:00
INTELLECT.NS,Intellect Design Arena Limited,Technology,151824957440,2014-12-18 03:45:00+00:00
CAPLIPOINT.NS,Caplin Point Laboratories Limited,Healthcare,145447862272,2014-06-23 03:45:00+00:00
HDFCAMC.NS,HDFC Asset Management Company Limited,Financial Services,1147566686208,2018-08-06 03:45:00+00:00
TATATECH.NS,Tata Technologies Limited,Technology,274666405888,2023-11-30 03:45:00+00:00
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,4198854295552,2001-07-02 03:45:00+00:00
BOSCHLTD.NS,Bosch Limited,Consumer Cyclical,1070142259200,2002-07-01 03:45:00+00:00
TRENT.NS,Trent Limited,Consumer Cyclical,1516261605376,2002-07-01 03:45:00+00:00
MGL.NS,Mahanagar Gas Limited,Utilities,119955734528,2016-07-01 03:45:00+00:00
GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,156629860352,2002-07-01 03:45:00+00:00
PAGEIND.NS,Page Industries Limited,Consumer Cyclical,434387615744,2007-03-16 03:45:00+00:00
POLYMED.NS,Poly Medicure Limited,Healthcare,198765953024,2011-12-07 03:45:00+00:00
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,427123441664,2002-07-01 03:45:00+00:00
JKTYRE.NS,JK Tyre & Industries Limited,Consumer Cyclical,123076091904,2004-06-14 03:45:00+00:00
WELSPUNLIV.NS,Welspun Living Limited,Consumer Cyclical,126241710080,2003-12-04 03:45:00+00:00
TATAELXSI.NS,Tata Elxsi Limited,Technology,323251011584,2002-07-01 03:45:00+00:00
NAUKRI.NS,Info Edge (India) Limited,Communication Services,861341089792,2006-11-21 03:45:00+00:00
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,172150652928,2016-05-13 03:45:00+00:00
CYIENT.NS,Cyient Limited,Industrials,122642743296,2006-07-28 03:45:00+00:00
SJVN.NS,SJVN Limited,Utilities,310296608768,2010-05-20 03:45:00+00:00
HEXT.NS,Hexaware Technologies Limited,Technology,454867320832,2025-02-19 03:45:00+00:00
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Defensive,90605060096,2002-07-01 03:45:00+00:00
IFCI.NS,IFCI Limited,Financial Services,138809802752,2002-07-01 03:45:00+00:00
ZEEL.NS,Zee Entertainment Enterprises Limited,Communication Services,94716821504,2002-07-01 03:45:00+00:00
DOMS.NS,DOMS Industries Limited,Industrials,153528188928,2023-12-20 03:45:00+00:00
360ONE.NS,360 One Wam Limited,Financial Services,470758064128,2019-09-19 03:45:00+00:00
HCLTECH.NS,HCL Technologies Limited,Technology,4402079858688,2002-08-12 03:45:00+00:00
IKS.NS,INVENTURUS KNOWLEDGE SO L,Healthcare,285502406656,2024-12-19 03:45:00+00:00
UBL.NS,United Breweries Limited,Consumer Defensive,448457572352,2008-07-28 03:45:00+00:00
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,2437389484032,2002-08-12 03:45:00+00:00
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,984117870592,1996-01-02 03:45:00+00:00
GODFRYPHLP.NS,Godfrey Phillips India Limited,Consumer Defensive,457120153600,1999-01-04 03:45:00+00:00
POLICYBZR.NS,PB Fintech Limited,Financial Services,835438641152,2021-11-15 03:45:00+00:00
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Energy,282168393728,1996-01-01 03:45:00+00:00
SAMMAANCAP.NS,Sammaan Capital Limited,Financial Services,126725791744,2013-07-23 03:45:00+00:00
JSL.NS,Jindal Stainless Limited,Basic Materials,635371716608,2003-11-17 03:45:00+00:00
SONACOMS.NS,Sona BLW Precision Forgings Limited,Consumer Cyclical,318055317504,2021-06-24 03:45:00+00:00
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,Energy,290293776384,2025-06-02 03:45:00+00:00
CANFINHOME.NS,Can Fin Homes Limited,Financial Services,117981216768,2002-07-01 03:45:00+00:00
IOC.NS,Indian Oil Corporation Limited,Energy,2308257873920,1996-04-15 03:45:00+00:00
ITCHOTELS.NS,ITC HOTELS LIMITED,Consumer Cyclical,439439654912,2025-01-29 03:45:00+00:00
INOXINDIA.NS,INOX India Limited,Industrials,107427684352,2023-12-21 03:45:00+00:00
SCI.NS,The Shipping Corporation of India Limited,Industrials,107459829760,2002-07-01 03:45:00+00:00
COROMANDEL.NS,Coromandel International Limited,Basic Materials,694276587520,2002-08-12 03:45:00+00:00
TEJASNET.NS,Tejas Networks Limited,Technology,89777094656,2017-06-27 03:45:00+00:00
SAILIFE.NS,SAI LIFE SCIENCES LIMITED,Healthcare,184575606784,2024-12-18 03:45:00+00:00
AFFLE.NS,Affle 3i Limited,Communication Services,235530207232,2019-08-08 03:45:00+00:00
WOCKPHARMA.NS,Wockhardt Limited,Healthcare,208899932160,2002-07-01 03:45:00+00:00
BPCL.NS,Bharat Petroleum Corporation Limited,Energy,1579432935424,1996-01-02 03:45:00+00:00
MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials,76915564544,2002-07-01 03:45:00+00:00
SCHAEFFLER.NS,Schaeffler India Limited,Consumer Cyclical,598095953920,2002-07-01 03:45:00+00:00
ASTRAL.NS,Astral Limited,Industrials,394754588672,2007-03-20 03:45:00+00:00
SKFINDIA.NS,SKF India Limited,Industrials,95410331648,2002-08-12 03:45:00+00:00
DIXON.NS,Dixon Technologies (India) Limited,Technology,884346716160,2017-09-18 03:45:00+00:00
ESCORTS.NS,Escorts Kubota Limited,Industrials,420606443520,1996-01-01 03:45:00+00:00
JYOTHYLAB.NS,Jyothy Labs Limited,Consumer Defensive,111504678912,2007-12-19 03:45:00+00:00
GILLETTE.NS,Gillette India Limited,Consumer Defensive,284925132800,2002-07-01 03:45:00+00:00
MAPMYINDIA.NS,C. E. Info Systems Limited,Technology,90602864640,2021-12-21 03:45:00+00:00
NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials,293651415040,2007-06-01 03:45:00+00:00
NH.NS,Narayana Hrudayalaya Limited,Healthcare,396877398016,2016-01-06 03:45:00+00:00
EMAMILTD.NS,Emami Limited,Consumer Defensive,231710343168,2006-08-03 03:45:00+00:00
INFY.NS,Infosys Limited,Technology,6473249718272,1996-01-01 03:45:00+00:00
BLS.NS,BLS International Services Limited,Industrials,132111663104,2016-06-15 03:45:00+00:00
TIINDIA.NS,Tube Investments of India Limited,Industrials,549526437888,2017-11-02 03:45:00+00:00
PRAJIND.NS,Praj Industries Limited,Industrials,59417579520,2002-07-01 03:45:00+00:00
RVNL.NS,Rail Vikas Nigam Limited,Industrials,676830117888,2019-04-11 03:45:00+00:00
ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,173141983232,2023-10-18 03:45:00+00:00
CAMS.NS,Computer Age Management Services Limited,Technology,192943702016,2020-10-05 03:45:00+00:00
MEDANTA.NS,Global Health Limited,Healthcare,334480474112,2022-11-18 03:45:00+00:00
LALPATHLAB.NS,Dr. Lal PathLabs Limited,Healthcare,259474178048,2015-12-23 03:45:00+00:00
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,210338955264,2021-10-11 03:45:00+00:00
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,328301903872,2002-01-01 03:45:00+00:00
KPITTECH.NS,KPIT Technologies Limited,Technology,330336108544,2019-04-22 03:45:00+00:00
RELINFRA.NS,Reliance Infrastructure Limited,Utilities,67696852992,1996-01-01 03:45:00+00:00
BBTC.NS,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,129059348480,2002-07-01 03:45:00+00:00
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Financial Services,288753811456,2021-12-10 03:45:00+00:00
GRAVITA.NS,Gravita India Limited,Industrials,134003802112,2010-11-16 03:45:00+00:00
BLUESTARCO.NS,Blue Star Limited,Industrials,362105307136,2002-07-01 03:45:00+00:00
ELECON.NS,Elecon Engineering Company Limited,Industrials,112164954112,2006-09-29 03:45:00+00:00
MSUMI.NS,Motherson Sumi Wiring India Limited,Consumer Cyclical,305653317632,2022-03-28 03:45:00+00:00
PAYTM.NS,One97 Communications Limited,Technology,825452789760,2021-11-18 03:45:00+00:00
BHARTIHEXA.NS,BHARTI HEXACOM LIMITED,Communication Services,879550005248,2024-04-12 03:45:00+00:00
TATAINVEST.NS,Tata Investment Corporation Limited,Financial Services,383357321216,1996-01-01 03:45:00+00:00
NTPCGREEN.NS,NTPC GREEN ENERGY LIMITED,Utilities,800079937536,2024-11-27 03:45:00+00:00
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,148219576320,2024-08-13 03:45:00+00:00
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,345508642816,2018-02-26 03:45:00+00:00
SWANCORP.NS,Swan Corp Limited,Industrials,138390765568,2012-05-29 03:45:00+00:00
TATACONSUM.NS,Tata Consumer Products Limited,Consumer Defensive,1160686338048,1996-01-01 03:45:00+00:00
LLOYDSME.NS,Lloyds Metals and Energy Limited,Basic Materials,652992380928,2023-07-17 03:45:00+00:00
CASTROLIND.NS,Castrol India Limited,Energy,189021290496,2002-08-12 03:45:00+00:00
TBOTEK.NS,TBO TEK LIMITED,Consumer Cyclical,180044644352,2024-05-15 03:45:00+00:00
KIRLOSBROS.NS,Kirloskar Brothers Limited,Industrials,135296630784,2006-04-07 03:45:00+00:00
GSPL.NS,Gujarat State Petronet Limited,Utilities,166418350080,2006-02-16 03:45:00+00:00
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,140967723008,2021-08-24 03:45:00+00:00
CERA.NS,Cera Sanitaryware Limited,Industrials,71586799616,2007-11-02 03:45:00+00:00
LTIM.NS,LTIMindtree Limited,Technology,1770685988864,2016-07-21 03:45:00+00:00
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,248247746560,2002-08-12 03:45:00+00:00
REDINGTON.NS,Redington Limited,Technology,222141186048,2007-02-15 03:45:00+00:00
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Technology,74902716416,2020-09-17 03:45:00+00:00
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,551540228096,2017-11-06 03:45:00+00:00
NEWGEN.NS,Newgen Software Technologies Limited,Technology,123847557120,2018-01-29 03:45:00+00:00
ADANIENT.NS,Adani Enterprises Limited,Energy,2709364670464,2002-07-01 03:45:00+00:00
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,554551476224,2007-09-11 03:45:00+00:00
VGUARD.NS,V-Guard Industries Limited,Industrials,147604291584,2008-03-13 03:45:00+00:00
VIJAYA.NS,Vijaya Diagnostic Centre Limited,Healthcare,102735208448,2021-09-14 03:45:00+00:00
LTTS.NS,L&T Technology Services Limited,Technology,463253635072,2016-09-23 03:45:00+00:00
VTL.NS,Vardhman Textiles Limited,Consumer Cyclical,123557904384,2002-07-01 03:45:00+00:00
KSB.NS,KSB Limited,Industrials,128963059712,2002-07-01 03:45:00+00:00
SUNDRMFAST.NS,Sundram Fasteners Limited,Consumer Cyclical,200367898624,2002-07-01 03:45:00+00:00
TIMKEN.NS,Timken India Limited,Industrials,236638142464,2002-08-12 03:45:00+00:00
ENGINERSIN.NS,Engineers India Limited,Industrials,112470294528,1997-09-16 03:45:00+00:00
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,260994465792,2002-07-01 03:45:00+00:00
DEEPAKNTR.NS,Deepak Nitrite Limited,Basic Materials,213240135680,2010-09-29 03:45:00+00:00
ECLERX.NS,eClerx Services Limited,Technology,211539918848,2007-12-31 03:45:00+00:00
TATACOMM.NS,Tata Communications Limited,Communication Services,526109999104,2002-07-01 03:45:00+00:00
FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,174564442112,2022-11-21 03:45:00+00:00
AGARWALEYE.NS,DR AGARWALS HEALTH CARE L,Healthcare,166195232768,2025-02-04 03:45:00+00:00
PVRINOX.NS,PVR INOX Limited,Communication Services,105004867584,2022-11-10 03:45:00+00:00
RITES.NS,RITES Limited,Industrials,114835316736,2018-07-03 03:45:00+00:00
ACC.NS,ACC Limited,Basic Materials,351477465088,2002-07-01 03:45:00+00:00
SWIGGY.NS,SWIGGY LIMITED,Consumer Cyclical,898625175552,2024-11-13 03:45:00+00:00
AAVAS.NS,Aavas Financiers Limited,Financial Services,125673717760,2018-10-08 03:45:00+00:00
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Industrials,171676696576,2012-03-20 03:45:00+00:00
ERIS.NS,Eris Lifesciences Limited,Healthcare,219608875008,2017-06-30 03:45:00+00:00
CLEAN.NS,Clean Science and Technology Limited,Basic Materials,97867538432,2021-07-19 03:45:00+00:00
KPRMILL.NS,K.P.R. Mill Limited,Consumer Cyclical,370799869952,2007-08-28 03:45:00+00:00
ENRIN.NS,Siemens Energy India Limited,Utilities,1109813886976,2025-06-19 03:45:00+00:00
HONAUT.NS,Honeywell Automation India Limited,Industrials,314271924224,2002-07-01 03:45:00+00:00
ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,157677256704,2002-07-01 03:45:00+00:00
ITI.NS,ITI Limited,Technology,303063891968,2002-07-01 03:45:00+00:00
AIIL.NS,Authum Investment & Infrastructure Limited,Financial Services,464781115392,2024-04-23 03:45:00+00:00
AWL.NS,AWL Agri Business Limited,Consumer Defensive,338910773248,2022-02-08 03:45:00+00:00
